Cons ID,Data Time,Active Import(kWh),Active Export(kWh),Reactive Import(kVArh),Reactive Export(kVArh),Apparent Import(kVAh),Apparent Export(kVAh),Active Power(kW),Meter ID,Hourly_Kwh
29574,2024-04-13 01:00:00,11595.032,27.488,3443.151,897.47,12095.456,897.89,0.18,10,0.1999999999989086
29574,2024-04-13 02:00:00,11595.217,27.488,3443.196,897.474,12095.646,897.894,0.164,10,0.1850000000013096
29574,2024-04-13 03:00:00,11595.416,27.488,3443.266,897.477,12095.856,897.897,0.177,10,0.1989999999987048
29574,2024-04-13 04:00:00,11595.624,27.488,3443.319,897.48,12096.071,897.9,0.194,10,0.2080000000005384
29574,2024-04-13 05:00:00,11595.919,27.488,3443.386,897.48,12096.373,897.9,0.285,10,0.2950000000000727
29574,2024-04-13 06:00:00,11596.152,27.51,3443.445,897.604,12096.613,898.025,0.272,10,0.2330000000001746
29574,2024-04-13 07:00:00,11596.801,27.51,3443.524,897.62,12097.257,898.041,0.62,10,0.6489999999994325
29574,2024-04-13 08:00:00,11597.865,27.51,3443.623,897.623,12098.306,898.044,1.049,10,1.0640000000003056
29574,2024-04-13 09:00:00,11598.246,27.51,3443.744,897.634,12098.705,898.055,0.344,10,0.3809999999994033
29574,2024-04-13 10:00:00,11599.444,27.51,3443.812,897.638,12099.873,898.059,1.172,10,1.19800000000032
29574,2024-04-13 11:00:00,11600.608,27.51,3443.862,897.653,12101.003,898.074,1.152,10,1.1640000000006694
29574,2024-04-13 12:00:00,11601.304,27.51,3444.031,897.653,12101.719,898.074,0.688,10,0.6959999999999127
29574,2024-04-13 13:00:00,11601.611,27.51,3444.171,897.671,12102.053,898.092,0.318,10,0.3070000000006985
29574,2024-04-13 14:00:00,11601.853,27.51,3444.305,897.694,12102.323,898.115,0.224,10,0.2419999999983701
29574,2024-04-13 15:00:00,11601.975,27.51,3444.424,897.711,12102.474,898.132,0.116,10,0.1220000000012078
29574,2024-04-13 16:00:00,11602.11,27.51,3444.509,897.73,12102.627,898.151,0.101,10,0.1350000000002182
29574,2024-04-13 17:00:00,11602.236,27.51,3444.611,897.764,12102.777,898.185,0.103,10,0.1260000000002037
29574,2024-04-13 18:00:00,11602.394,27.51,3444.758,897.801,12102.97,898.222,0.116,10,0.157999999999447
29574,2024-04-13 19:00:00,11602.695,27.51,3444.825,897.816,12103.278,898.237,0.258,10,0.3009999999994761
29574,2024-04-13 20:00:00,11602.973,27.51,3444.912,897.82,12103.569,898.241,0.221,10,0.2780000000002474
29574,2024-04-13 21:00:00,11603.248,27.51,3444.995,897.843,12103.857,898.264,0.213,10,0.2749999999996362
29574,2024-04-13 22:00:00,11603.486,27.51,3445.059,897.853,12104.103,898.274,0.202,10,0.2380000000011932
29574,2024-04-13 23:00:00,11603.804,27.51,3445.14,897.858,12104.431,898.279,0.309,10,0.3179999999993015
29574,2024-04-14 02:00:00,11604.268,27.51,3445.319,897.883,12104.927,898.304,0.142,10,0.1430000000000291
29574,2024-04-14 03:00:00,11604.429,27.51,3445.391,897.891,12105.101,898.312,0.159,10,0.1610000000000582
29574,2024-04-14 04:00:00,11604.598,27.51,3445.446,897.896,12105.279,898.317,0.14,10,0.168999999999869
29574,2024-04-14 05:00:00,11604.774,27.51,3445.528,897.898,12105.471,898.319,0.155,10,0.1759999999994761
29574,2024-04-14 06:00:00,11604.874,27.552,3445.642,897.971,12105.599,898.393,0.138,10,0.1000000000003638
29574,2024-04-14 07:00:00,11605.043,27.552,3445.712,897.974,12105.781,898.396,0.144,10,0.168999999999869
29574,2024-04-14 08:00:00,11605.209,27.552,3445.772,897.985,12105.958,898.407,0.107,10,0.1660000000010768
29574,2024-04-14 09:00:00,11605.391,27.552,3445.859,897.992,12106.157,898.414,0.122,10,0.1819999999988795
29574,2024-04-14 10:00:00,11606.525,27.552,3445.917,898.004,12107.26,898.426,1.117,10,1.1340000000000146
29574,2024-04-14 11:00:00,11607.074,27.552,3445.999,898.011,12107.81,898.433,0.507,10,0.5490000000008877
29574,2024-04-14 12:00:00,11607.349,27.552,3446.09,898.017,12108.1,898.439,0.244,10,0.2749999999996362
29574,2024-04-14 13:00:00,11607.57,27.552,3446.18,898.021,12108.337,898.443,0.195,10,0.2209999999995489
29574,2024-04-14 14:00:00,11607.923,27.552,3446.266,898.023,12108.7,898.445,0.34,10,0.353000000000975
29574,2024-04-14 15:00:00,11608.082,27.552,3446.343,898.028,12108.874,898.45,0.141,10,0.1589999999996507
29574,2024-04-14 16:00:00,11608.251,27.552,3446.409,898.03,12109.055,898.452,0.143,10,0.168999999999869
29574,2024-04-14 17:00:00,11608.525,27.552,3446.516,898.037,12109.348,898.459,0.211,10,0.2739999999994325
29574,2024-04-14 18:00:00,11608.817,27.552,3446.621,898.039,12109.658,898.461,0.262,10,0.2919999999994616
29574,2024-04-14 19:00:00,11609.49,27.552,3446.833,898.041,12110.363,898.463,0.662,10,0.6730000000006839
29574,2024-04-14 20:00:00,11610.727,27.552,3446.937,898.059,12111.579,898.481,1.221,10,1.2370000000009895
29574,2024-04-14 21:00:00,11610.908,27.552,3447.002,898.061,12111.771,898.483,0.351,10,0.1809999999986757
29574,2024-04-15 03:00:00,11612.08,27.552,3447.509,898.082,12113.039,898.504,0.141,10,0.1730000000006839
29574,2024-04-15 04:00:00,11612.228,27.552,3447.576,898.085,12113.2,898.507,0.12,10,0.1479999999992287
29574,2024-04-15 05:00:00,11612.394,27.552,3447.659,898.085,12113.382,898.507,0.135,10,0.1660000000010768
29574,2024-04-15 06:00:00,11612.699,27.552,3447.719,898.086,12113.692,898.508,0.302,10,0.305000000000291
29574,2024-04-15 07:00:00,11612.861,27.552,3447.795,898.089,12113.869,898.511,0.117,10,0.1620000000002619
29574,2024-04-15 08:00:00,11613.721,27.552,3447.879,898.094,12114.717,898.516,0.846,10,0.8599999999987631
29574,2024-04-15 09:00:00,11614.023,27.552,3447.953,898.1,12115.028,898.522,0.237,10,0.3019999999996798
29574,2024-04-15 10:00:00,11614.216,27.552,3448.037,898.107,12115.237,898.529,0.14,10,0.1930000000011205
29574,2024-04-15 11:00:00,11614.506,27.552,3448.197,898.107,12115.56,898.529,0.246,10,0.2899999999990541
29574,2024-04-15 12:00:00,11614.875,27.552,3448.344,898.11,12115.956,898.532,0.343,10,0.3690000000005966
29574,2024-04-15 13:00:00,11615.313,27.552,3448.568,898.113,12116.439,898.535,0.415,10,0.4380000000001018
29574,2024-04-15 14:00:00,11615.63,27.552,3448.715,898.134,12116.785,898.556,0.297,10,0.3169999999990978
29574,2024-04-15 15:00:00,11615.799,27.552,3448.804,898.138,12116.973,898.56,0.137,10,0.169000000001688
29574,2024-04-15 16:00:00,11616.0,27.552,3448.886,898.144,12117.189,898.566,0.179,10,0.2009999999991123
29574,2024-04-15 17:00:00,11616.221,27.552,3448.973,898.148,12117.425,898.57,0.173,10,0.2209999999995489
29574,2024-04-15 18:00:00,11616.529,27.552,3449.043,898.154,12117.74,898.576,0.255,10,0.3080000000009022
29574,2024-04-15 19:00:00,11616.814,27.552,3449.102,898.167,12118.03,898.589,0.221,10,0.2849999999998545
29574,2024-04-15 20:00:00,11617.125,27.552,3449.174,898.172,12118.349,898.594,0.271,10,0.3109999999996944
29574,2024-04-15 21:00:00,11617.444,27.552,3449.258,898.188,12118.679,898.61,0.287,10,0.3189999999995052
29574,2024-04-15 22:00:00,11617.685,27.552,3449.328,898.201,12118.93,898.623,0.219,10,0.2409999999999854
29574,2024-04-15 23:00:00,11617.851,27.552,3449.414,898.202,12119.113,898.624,0.142,10,0.1660000000010768
29574,2024-04-16 00:00:00,11617.993,27.552,3449.491,898.206,12119.271,898.628,0.118,10,0.1419999999998253
29574,2024-04-16 01:00:00,11618.147,27.552,3449.557,898.21,12119.438,898.632,0.133,10,0.1540000000004511
29574,2024-04-16 02:00:00,11618.294,27.552,3449.65,898.211,12119.605,898.633,0.11,10,0.146999999999025
29574,2024-04-16 03:00:00,11618.426,27.552,3449.731,898.213,12119.755,898.635,0.094,10,0.1319999999996071
29574,2024-04-16 04:00:00,11618.551,27.552,3449.813,898.215,12119.898,898.637,0.092,10,0.125
29574,2024-04-16 05:00:00,11618.68,27.552,3449.907,898.218,12120.048,898.64,0.099,10,0.1290000000008149
29574,2024-04-16 06:00:00,11620.155,27.552,3449.972,898.221,12121.481,898.643,1.491,10,1.4750000000003638
29574,2024-04-16 07:00:00,11621.267,27.552,3450.058,898.23,12122.571,898.652,1.093,10,1.1119999999991703
29574,2024-04-16 08:00:00,11621.408,27.552,3450.13,898.235,12122.727,898.657,0.102,10,0.1409999999996216
29574,2024-04-16 09:00:00,11621.571,27.552,3450.188,898.249,12122.9,898.671,0.105,10,0.1630000000004656
29574,2024-04-16 10:00:00,11622.117,27.552,3450.32,898.252,12123.461,898.674,0.531,10,0.5460000000002765
29574,2024-04-16 11:00:00,11622.256,27.552,3450.419,898.262,12123.622,898.684,0.093,10,0.1389999999992142
29574,2024-04-16 12:00:00,11622.364,27.552,3450.481,898.269,12123.743,898.691,0.08,10,0.1080000000001746
29574,2024-04-16 13:00:00,11622.461,27.552,3450.547,898.28,12123.855,898.702,0.084,10,0.0969999999997526
29574,2024-04-16 14:00:00,11622.569,27.552,3450.626,898.286,12123.981,898.708,0.09,10,0.1080000000001746
29574,2024-04-16 15:00:00,11622.681,27.552,3450.697,898.294,12124.109,898.716,0.08,10,0.1120000000009895
29574,2024-04-16 21:00:00,11623.892,27.552,3451.241,898.333,12125.424,898.755,0.169,10,0.2049999999999272
29574,2024-04-16 22:00:00,11624.239,27.552,3451.32,898.337,12125.78,898.759,0.313,10,0.3469999999997526
29574,2024-04-16 23:00:00,11624.49,27.552,3451.453,898.34,12126.058,898.762,0.219,10,0.2510000000002037
29574,2024-04-17 00:00:00,11624.662,27.552,3451.552,898.341,12126.251,898.763,0.138,10,0.1720000000004802
29574,2024-04-17 01:00:00,11624.823,27.552,3451.643,898.341,12126.431,898.763,0.132,10,0.1610000000000582
29574,2024-04-17 02:00:00,11625.08,27.552,3451.734,898.343,12126.704,898.765,0.236,10,0.2569999999996071
29574,2024-04-17 03:00:00,11625.265,27.552,3451.827,898.344,12126.907,898.766,0.159,10,0.1849999999994906
29574,2024-04-17 04:00:00,11625.423,27.552,3451.9,898.346,12127.08,898.768,0.134,10,0.158000000001266
29574,2024-04-17 05:00:00,11625.598,27.552,3451.978,898.346,12127.27,898.768,0.15,10,0.1749999999992724
29574,2024-04-17 06:00:00,11626.683,27.552,3452.061,898.349,12128.333,898.771,1.108,10,1.085000000000946
29574,2024-04-17 07:00:00,11628.089,27.552,3452.117,898.358,12129.697,898.78,1.403,10,1.4059999999990396
29574,2024-04-17 08:00:00,11628.335,27.552,3452.216,898.361,12129.961,898.783,0.233,10,0.2459999999991851
29574,2024-04-17 09:00:00,11629.316,27.552,3452.376,898.361,12130.947,898.783,0.971,10,0.9810000000015862
29574,2024-04-17 10:00:00,11629.44,27.552,3452.442,898.365,12131.085,898.787,0.123,10,0.1239999999997962
29574,2024-04-17 11:00:00,11629.63,27.552,3452.516,898.365,12131.288,898.787,0.189,10,0.1899999999986903
29574,2024-04-17 12:00:00,11629.915,27.552,3452.608,898.368,12131.587,898.79,0.285,10,0.2850000000016734
29574,2024-04-17 13:00:00,11630.066,27.552,3452.693,898.37,12131.756,898.792,0.151,10,0.1509999999998399
29574,2024-04-17 14:00:00,11630.188,27.552,3452.76,898.373,12131.892,898.795,0.122,10,0.1219999999993888
29574,2024-04-17 15:00:00,11630.307,27.552,3452.837,898.375,12132.028,898.797,0.118,10,0.1190000000005966
29574,2024-04-17 16:00:00,11630.43,27.552,3452.918,898.378,12132.169,898.8,0.122,10,0.1229999999995925
29574,2024-04-17 17:00:00,11630.556,27.552,3452.994,898.381,12132.312,898.803,0.125,10,0.1260000000002037
29574,2024-04-17 18:00:00,11630.669,27.552,3453.056,898.384,12132.438,898.806,0.113,10,0.1129999999993742
29574,2024-04-17 19:00:00,11630.857,27.552,3453.134,898.392,12132.64,898.814,0.187,10,0.1880000000001018
29574,2024-04-17 20:00:00,11631.099,27.552,3453.201,898.406,12132.891,898.828,0.242,10,0.2420000000001891
29574,2024-04-17 21:00:00,11631.342,27.552,3453.252,898.416,12133.139,898.838,0.243,10,0.2430000000003929
29574,2024-04-17 22:00:00,11631.781,27.552,3453.309,898.436,12133.576,898.858,0.438,10,0.4390000000003056
29574,2024-04-17 23:00:00,11632.098,27.552,3453.385,898.443,12133.901,898.865,0.316,10,0.3169999999990978
29574,2024-04-18 00:00:00,11632.358,27.552,3453.479,898.449,12134.177,898.871,0.259,10,0.2600000000002183
29574,2024-04-18 01:00:00,11632.524,27.552,3453.576,898.451,12134.364,898.873,0.166,10,0.1659999999992578
29574,2024-04-18 02:00:00,11632.628,27.552,3453.653,898.455,12134.486,898.877,0.104,10,0.1040000000011787
29574,2024-04-18 03:00:00,11632.738,27.552,3453.725,898.459,12134.612,898.881,0.11,10,0.109999999998763
29574,2024-04-18 04:00:00,11632.858,27.552,3453.817,898.462,12134.753,898.884,0.119,10,0.1200000000008003
29574,2024-04-18 05:00:00,11633.027,27.552,3453.91,898.467,12134.941,898.889,0.169,10,0.168999999999869
29574,2024-04-18 06:00:00,11633.203,27.552,3454.007,898.47,12135.138,898.892,0.176,10,0.1759999999994761
29574,2024-04-18 07:00:00,11633.756,27.552,3454.18,898.47,12135.717,898.892,0.552,10,0.5529999999998836
29574,2024-04-18 08:00:00,11635.114,27.552,3454.252,898.471,12137.039,898.893,1.358,10,1.3580000000001746
29574,2024-04-18 09:00:00,11635.347,27.569,3454.33,898.527,12137.285,898.949,0.24,10,0.2330000000001746
29574,2024-04-18 10:00:00,11636.359,27.569,3454.426,898.549,12138.282,898.971,1.019,10,1.0120000000006255
29574,2024-04-18 11:00:00,11637.555,27.569,3454.53,898.553,12139.458,898.975,1.195,10,1.195999999999913
29574,2024-04-18 12:00:00,11637.696,27.569,3454.642,898.567,12139.626,898.989,0.125,10,0.1409999999996216
29574,2024-04-18 13:00:00,11637.846,27.569,3454.743,898.573,12139.798,898.995,0.126,10,0.1499999999996362
29574,2024-04-18 14:00:00,11637.986,27.569,3454.845,898.58,12139.961,899.002,0.119,10,0.1400000000012369
29574,2024-04-18 15:00:00,11638.098,27.569,3454.992,898.606,12140.11,899.028,0.128,10,0.1119999999991705
29574,2024-04-18 16:00:00,11638.431,27.569,3455.172,898.608,12140.481,899.03,0.312,10,0.3330000000005384
29574,2024-04-18 17:00:00,11638.679,27.569,3455.279,898.617,12140.749,899.039,0.223,10,0.2479999999995925
29574,2024-04-18 18:00:00,11638.864,27.569,3455.35,898.623,12140.947,899.045,0.151,10,0.1849999999994906
29574,2024-04-18 19:00:00,11639.151,27.569,3455.428,898.633,12141.244,899.055,0.249,10,0.2870000000002619
29574,2024-04-18 20:00:00,11639.488,27.569,3455.524,898.644,12141.594,899.066,0.315,10,0.3369999999995343
29574,2024-04-18 21:00:00,11639.765,27.569,3455.614,898.655,12141.886,899.077,0.25,10,0.2770000000000436
29574,2024-04-18 22:00:00,11640.125,27.569,3455.684,898.666,12142.251,899.088,0.341,10,0.3600000000005821
29574,2024-04-18 23:00:00,11640.365,27.569,3455.781,898.667,12142.508,899.089,0.209,10,0.2399999999997817
29574,2024-04-19 02:00:00,11640.922,27.569,3456.119,898.683,12143.138,899.105,0.192,10,0.2180000000007567
29574,2024-04-19 03:00:00,11641.103,27.569,3456.224,898.684,12143.342,899.106,0.155,10,0.1809999999986757
29574,2024-04-19 04:00:00,11641.229,27.569,3456.313,898.688,12143.488,899.11,0.102,10,0.1260000000002037
29574,2024-04-19 05:00:00,11641.36,27.569,3456.411,898.69,12143.641,899.112,0.112,10,0.1310000000012223
29574,2024-04-19 06:00:00,11641.713,27.617,3456.554,898.73,12144.021,899.154,0.392,10,0.352999999999156
29574,2024-04-19 07:00:00,11642.699,27.617,3456.625,898.736,12144.986,899.16,0.981,10,0.9860000000007858
29574,2024-04-19 08:00:00,11643.691,27.617,3456.706,898.742,12145.96,899.166,0.993,10,0.9920000000001892
29574,2024-04-19 09:00:00,11644.26,27.617,3456.796,898.752,12146.531,899.176,0.507,10,0.5689999999995052
29574,2024-04-19 10:00:00,11644.556,27.617,3456.928,898.757,12146.852,899.181,0.229,10,0.2960000000002765
29574,2024-04-19 11:00:00,11644.843,27.617,3457.088,898.759,12147.173,899.183,0.268,10,0.2870000000002619
29574,2024-04-19 12:00:00,11644.977,27.617,3457.173,898.763,12147.326,899.187,0.121,10,0.1340000000000145
29574,2024-04-19 13:00:00,11645.103,27.617,3457.235,898.766,12147.464,899.19,0.104,10,0.1259999999983847
29574,2024-04-19 14:00:00,11645.316,27.617,3457.337,898.771,12147.697,899.195,0.194,10,0.213000000001557
29574,2024-04-19 15:00:00,11645.621,27.617,3457.434,898.777,12148.017,899.201,0.279,10,0.304999999998472
29574,2024-04-19 16:00:00,11645.813,27.617,3457.515,898.781,12148.224,899.205,0.162,10,0.1920000000009167
29574,2024-04-19 17:00:00,11645.962,27.617,3457.605,898.782,12148.393,899.206,0.111,10,0.1489999999994324
29574,2024-04-19 18:00:00,11646.235,27.617,3457.726,898.791,12148.689,899.215,0.245,10,0.2730000000010477
29574,2024-04-19 19:00:00,11646.427,27.617,3457.815,898.799,12148.898,899.223,0.151,10,0.1919999999990977
29574,2024-04-19 20:00:00,11646.771,27.617,3457.882,898.803,12149.247,899.227,0.294,10,0.3440000000009604
29574,2024-04-19 21:00:00,11647.143,27.628,3457.994,898.85,12149.636,899.274,0.358,10,0.3719999999993888
29574,2024-04-19 22:00:00,11647.541,27.628,3458.087,898.861,12150.044,899.285,0.397,10,0.3979999999992287
29574,2024-04-19 23:00:00,11647.727,27.628,3458.24,898.863,12150.266,899.287,0.186,10,0.1860000000015134
29574,2024-04-20 00:00:00,11647.837,27.628,3458.342,898.866,12150.4,899.29,0.109,10,0.109999999998763
29574,2024-04-20 01:00:00,11647.934,27.628,3458.436,898.872,12150.52,899.296,0.097,10,0.0969999999997526
29574,2024-04-20 02:00:00,11648.026,27.628,3458.528,898.877,12150.634,899.301,0.092,10,0.0920000000005529
29574,2024-04-20 03:00:00,11648.115,27.628,3458.615,898.882,12150.744,899.306,0.088,10,0.0889999999999417
29574,2024-04-20 04:00:00,11648.196,27.628,3458.691,898.888,12150.844,899.312,0.08,10,0.0810000000001309
29574,2024-04-20 05:00:00,11648.277,27.628,3458.764,898.894,12150.942,899.318,0.081,10,0.0810000000001309
29574,2024-04-20 06:00:00,11648.363,27.628,3458.846,898.9,12151.048,899.324,0.085,10,0.0859999999993306
29574,2024-04-20 07:00:00,11649.07,27.628,3458.926,898.906,12151.748,899.33,0.707,10,0.7070000000003347
29574,2024-04-20 08:00:00,11650.27,27.628,3459.166,898.908,12152.967,899.332,1.199,10,1.2000000000007276
29574,2024-04-20 09:00:00,11650.691,27.628,3459.366,898.908,12153.428,899.332,0.421,10,0.4210000000002765
29574,2024-04-20 10:00:00,11651.039,27.628,3459.62,898.908,12153.833,899.332,0.347,10,0.3479999999999563
29574,2024-04-20 11:00:00,11651.278,27.628,3459.793,898.908,12154.112,899.332,0.239,10,0.238999999999578
29574,2024-04-20 12:00:00,11651.518,27.628,3459.928,898.909,12154.38,899.333,0.24,10,0.2399999999997817
29574,2024-04-20 13:00:00,11651.761,27.628,3460.15,898.909,12154.676,899.333,0.243,10,0.2430000000003929
29574,2024-04-20 14:00:00,11651.993,27.628,3460.369,898.909,12154.961,899.333,0.232,10,0.2319999999999709
29574,2024-04-20 15:00:00,11652.214,27.628,3460.585,898.909,12155.235,899.333,0.221,10,0.2209999999995489
29574,2024-04-20 16:00:00,11652.518,27.628,3460.799,898.909,12155.587,899.333,0.304,10,0.3040000000000873
29574,2024-04-20 17:00:00,11652.812,27.628,3461.017,898.909,12155.931,899.333,0.294,10,0.293999999999869
29574,2024-04-20 18:00:00,11653.046,27.628,3461.236,898.909,12156.217,899.333,0.233,10,0.2340000000003783
29574,2024-04-20 19:00:00,11653.403,27.628,3461.422,898.909,12156.613,899.333,0.356,10,0.3569999999999709
29574,2024-04-20 20:00:00,11653.802,27.628,3461.48,898.933,12157.012,899.357,0.398,10,0.3989999999994325
29574,2024-04-20 21:00:00,11654.19,27.628,3461.662,898.933,12157.435,899.357,0.388,10,0.3880000000008294
29574,2024-04-20 22:00:00,11654.571,27.628,3461.88,898.933,12157.863,899.357,0.38,10,0.3809999999994033
29574,2024-04-20 23:00:00,11654.889,27.628,3462.096,898.933,12158.229,899.357,0.318,10,0.3179999999993015
29574,2024-04-21 00:00:00,11655.175,27.628,3462.312,898.933,12158.565,899.357,0.286,10,0.2860000000000582
29574,2024-04-21 01:00:00,11655.451,27.628,3462.531,898.933,12158.892,899.357,0.275,10,0.2759999999998399
29574,2024-04-21 02:00:00,11655.785,27.628,3462.746,898.933,12159.273,899.357,0.333,10,0.3340000000007421
29574,2024-04-21 03:00:00,11656.052,27.628,3462.972,898.933,12159.593,899.357,0.266,10,0.2669999999998254
29574,2024-04-21 04:00:00,11657.547,27.628,3463.18,898.933,12161.086,899.357,1.494,10,1.4950000000008004
29574,2024-04-21 05:00:00,11657.886,27.628,3463.368,898.933,12161.464,899.357,0.338,10,0.3389999999999418
29574,2024-04-21 06:00:00,11658.212,27.628,3463.581,898.933,12161.837,899.357,0.325,10,0.3259999999991123
29574,2024-04-21 07:00:00,11658.474,27.628,3463.796,898.933,12162.15,899.357,0.262,10,0.2620000000006257
29574,2024-04-21 08:00:00,11658.694,27.628,3464.001,898.933,12162.419,899.357,0.219,10,0.2199999999993451
29574,2024-04-21 09:00:00,11658.896,27.628,3464.21,898.933,12162.672,899.357,0.202,10,0.202000000001135
29574,2024-04-21 10:00:00,11659.299,27.628,3464.409,898.933,12163.115,899.357,0.403,10,0.4030000000002474
29574,2024-04-21 11:00:00,11659.621,27.628,3464.62,898.933,12163.484,899.357,0.321,10,0.3219999999982974
29574,2024-04-21 12:00:00,11659.83,27.628,3464.791,898.934,12163.733,899.358,0.209,10,0.2090000000007421
29574,2024-04-21 13:00:00,11660.046,27.628,3464.865,898.941,12163.961,899.365,0.215,10,0.2160000000003492
29574,2024-04-21 14:00:00,11660.216,27.628,3465.001,898.943,12164.163,899.367,0.17,10,0.1700000000000727
29574,2024-04-21 15:00:00,11660.339,27.628,3465.086,898.945,12164.305,899.369,0.121,10,0.1229999999995925
29574,2024-04-21 16:00:00,11660.457,27.628,3465.171,898.948,12164.442,899.372,0.118,10,0.1180000000003929
29574,2024-04-21 17:00:00,11660.571,27.628,3465.252,898.951,12164.575,899.375,0.113,10,0.113999999999578
29574,2024-04-21 18:00:00,11660.699,27.628,3465.338,898.953,12164.722,899.377,0.127,10,0.1280000000006111
29574,2024-04-21 19:00:00,11660.851,27.628,3465.409,898.96,12164.888,899.384,0.152,10,0.1520000000000436
29574,2024-04-21 20:00:00,11661.064,27.628,3465.468,898.978,12165.109,899.402,0.213,10,0.212999999999738
29574,2024-04-21 21:00:00,11661.415,27.628,3465.54,898.988,12165.466,899.412,0.351,10,0.3510000000005675
29574,2024-04-21 22:00:00,11661.618,27.628,3465.617,898.994,12165.682,899.418,0.203,10,0.2029999999995198
29574,2024-04-21 23:00:00,11661.81,27.628,3465.702,898.996,12165.89,899.42,0.191,10,0.1919999999990977
29574,2024-04-22 00:00:00,11661.945,27.628,3465.795,898.998,12166.046,899.422,0.135,10,0.1350000000002182
29574,2024-04-23 01:00:00,11666.288,27.628,3467.84,899.143,12170.792,899.567,0.185,10,0.1859999999996944
29574,2024-04-23 02:00:00,11666.459,27.628,3467.921,899.15,12170.979,899.574,0.17,10,0.1710000000002765
29574,2024-04-23 03:00:00,11666.644,27.628,3468.007,899.154,12171.181,899.578,0.185,10,0.1849999999994906
29574,2024-04-23 04:00:00,11666.813,27.628,3468.086,899.16,12171.365,899.584,0.168,10,0.168999999999869
29574,2024-04-23 05:00:00,11666.978,27.628,3468.155,899.166,12171.543,899.59,0.165,10,0.1649999999990541
29574,2024-04-23 06:00:00,11667.12,27.628,3468.23,899.169,12171.701,899.593,0.141,10,0.1420000000016443
29574,2024-04-23 07:00:00,11667.301,27.628,3468.328,899.171,12171.902,899.595,0.18,10,0.1809999999986757
29574,2024-04-23 08:00:00,11667.435,27.628,3468.42,899.175,12172.057,899.599,0.134,10,0.1340000000000145
29574,2024-04-23 09:00:00,11667.56,27.628,3468.5,899.177,12172.199,899.601,0.124,10,0.125
29574,2024-04-23 10:00:00,11667.689,27.628,3468.571,899.183,12172.343,899.607,0.129,10,0.1290000000008149
29574,2024-04-23 11:00:00,11667.937,27.628,3468.665,899.184,12172.608,899.608,0.247,10,0.2479999999995925
29574,2024-04-23 12:00:00,11668.05,27.666,3468.734,899.282,12172.736,899.707,0.123,10,0.1129999999993742
29574,2024-04-23 13:00:00,11668.237,27.666,3468.812,899.287,12172.937,899.712,0.159,10,0.1869999999998981
29574,2024-04-23 14:00:00,11668.407,27.666,3468.901,899.3,12173.125,899.725,0.164,10,0.1700000000000727
29574,2024-04-23 15:00:00,11668.572,27.666,3468.98,899.304,12173.306,899.729,0.142,10,0.1650000000008731
29574,2024-04-23 16:00:00,11668.738,27.666,3469.068,899.306,12173.49,899.731,0.161,10,0.1659999999992578
29574,2024-04-23 17:00:00,11668.884,27.666,3469.144,899.307,12173.652,899.732,0.144,10,0.1460000000006402
29574,2024-04-23 18:00:00,11669.123,27.666,3469.24,899.309,12173.908,899.734,0.205,10,0.238999999999578
29574,2024-04-23 19:00:00,11669.361,27.666,3469.34,899.314,12174.165,899.739,0.194,10,0.2380000000011932
29574,2024-04-23 20:00:00,11669.599,27.682,3469.399,899.423,12174.41,899.848,0.263,10,0.2379999999993742
29574,2024-04-23 21:00:00,11669.892,27.682,3469.475,899.43,12174.712,899.855,0.268,10,0.2929999999996653
29574,2024-04-23 22:00:00,11670.147,27.682,3469.571,899.432,12174.984,899.857,0.225,10,0.2550000000010186
29574,2024-04-23 23:00:00,11670.416,27.682,3469.662,899.433,12175.268,899.858,0.263,10,0.2689999999984138
29574,2024-04-24 00:00:00,11670.613,27.682,3469.751,899.436,12175.482,899.861,0.191,10,0.1970000000001164
29574,2024-04-24 01:00:00,11670.793,27.682,3469.825,899.44,12175.676,899.865,0.177,10,0.180000000000291
29574,2024-04-24 02:00:00,11670.981,27.682,3469.896,899.442,12175.876,899.867,0.185,10,0.1880000000001018
29574,2024-04-24 03:00:00,11671.218,27.682,3469.982,899.45,12176.128,899.875,0.241,10,0.2370000000009895
29574,2024-04-24 04:00:00,11671.438,27.682,3470.088,899.45,12176.369,899.875,0.198,10,0.2199999999993451
29574,2024-04-24 05:00:00,11671.635,27.682,3470.174,899.452,12176.582,899.877,0.178,10,0.1970000000001164
29574,2024-04-24 06:00:00,11671.763,27.709,3470.286,899.517,12176.737,899.943,0.184,10,0.1280000000006111
29574,2024-04-24 07:00:00,11671.963,27.709,3470.372,899.523,12176.953,899.949,0.164,10,0.1999999999989086
29574,2024-04-24 08:00:00,11672.17,27.709,3470.464,899.53,12177.178,899.956,0.144,10,0.2070000000003347
29574,2024-04-24 09:00:00,11672.503,27.709,3470.622,899.541,12177.542,899.967,0.285,10,0.3330000000005384
29574,2024-04-24 10:00:00,11672.641,27.72,3470.723,899.59,12177.703,900.016,0.157,10,0.1379999999990104
29574,2024-04-24 11:00:00,11673.148,27.721,3470.814,899.607,12178.215,900.034,0.505,10,0.5069999999996071
29574,2024-04-24 12:00:00,11673.266,27.721,3470.906,899.611,12178.354,900.038,0.095,10,0.1180000000003929
29574,2024-04-24 13:00:00,11673.618,27.721,3471.1,899.611,12178.747,900.038,0.329,10,0.3520000000007712
29574,2024-04-24 14:00:00,11674.075,27.721,3471.239,899.612,12179.225,900.039,0.468,10,0.4570000000003347
